desc,feature,title
"Give your casual wardrobe a smart update with this kurta by Biba. It comes featuring round neck, three forth sleeves, slit on either side and folk print. Crafted in finest cotton, this kurta is an apt choice for summer. Take home and pair with contrast blue pants.",Key Features Category Mix & Match Fit Straight Color Peach Neckline Round Neck Fabric Cotton Sleeve Length 3/4 Sleeve,Peach Cotton Straight Kurta
"A mustard cotton kurta featuring V neck, three forth sleeves and slit on either side. It comes with contrast print all over with color block on the middle front. Crafted in finest cotton, the touch of this kurta is very soft. Buy it and pair it with straight indigo pants for a nice match.",Key Features Category Mix & Match Fit Straight Color Mustard Neckline V-Neck Fabric Cotton Sleeve Length Bell Sleeve,Mustard Cotton Straight Kurta
"Look chic and stay comfortable wearing this floral short kurti by Biba. It comes featuring V neck, three-forth sleeves and slit on either side. The print on the kurti is very summery and promises you a stunning look without putting efforts.",Key Features Category Mix & Match Fit Straight Color Blue Neckline V-Neck Fabric Art Silk Sleeve Length Full Sleeve,Blue Art Silk Straight Kurti
"Short kurti for your summer wardrobe. It is a light weight kurti featuring print all over, round neck and three forth sleeves. This art silk made kurti also features slit on either side.",Key Features Category Mix & Match Fit Straight Color Yellow Neckline Round Neck Fabric Art Silk Sleeve Length Full Sleeve,Yellow Art Silk Straight Kurti
"Coral red short kurti featuring floral print all over, V neck and three forth sleeves. It also features slit on either side. It is a crepe kurti,which feels soft to touch and light in weight.",Key Features Category Mix & Match Fit Straight Color Coral Neckline V-Neck Fabric Art Silk Sleeve Length Full Sleeve,Coral Art Silk Straight Kurti
"A short printed kurta to offer you an effortlessly comfy look. It comes featuring print all over, highlighted yoke, hemline and sleeve cuffs. Light in weight and cut into comfortable fit, this kurti will prove a nice option to wear in a moment of hurry.",Key Features Category Mix & Match Fit Straight Color Green Neckline Round Neck Fabric Art Silk Sleeve Length Full Sleeve,Sap Green Art Silk Straight Kurti
"A short printed kurta to offer you an effortlessly comfy look. It comes featuring floral print all over and highlighted placket Light in weight and cut into comfortable fit, this kurti will prove a nice option to wear in a moment of hurry.",Key Features Category Mix & Match Fit Straight Color Cream Neckline Round Neck Fabric Art Silk Sleeve Length 3/4 Sleeve,Cream Art Silk Straight Kurti
"Short kurti for your summer wardrobe. It is a light weight kurti featuring print all over, round neck and three forth sleeves. This art silk made kurti also features slit on either side.",Key Features Category Mix & Match Fit Straight Color Off White Neckline Round Neck Fabric Art Silk Sleeve Length Full Sleeve,Off White Art Silk Straight Kurti
"A light weight summerish kurti in orange color. It comes featuring floral print all over, round neckline and cotton lining.",Key Features Category Mix & Match Fit Straight Color Orange Neckline Round Neck Fabric Art Silk Sleeve Length 3/4 Sleeve,Orange Art Silk Straight Kurti
"Add some fun and comfort to your appearance through this printed kurti. Combine it with palazzos in solid style or wear this with denim jeans in contrast colour. Crafted in finest fabric, this piece ensures a comfortable day and a subtle look without any efforts.",Key Features Category Mix & Match Fit Straight Color Rust Neckline Round Neck Fabric Art Silk Sleeve Length Full Sleeve,Rust Art Silk Straight Kurti
"A stylish addition to your summer wardrobe. This is set of a cotton top and shrug comes in contrast to each other. Top features round neck and checks. Shrug comes featuring textured print and asymmetric edges. Take it home and pair with white pants just like us. The set also includes a necklace, to give a contemporary touch to your whole look.",Key Features Category Mix & Match Fit Straight Color Grey Neckline Round Neck Fabric Cotton Sleeve Length Sleeveless,Grey And Indigo Top & Shrug
"Give your casual wardrobe a smart update with this two piece set by Biba. The set includes a brown sleeveless kurta and printed shrug. Crafted in finest cotton, the set assures high comfort while you look your fashionable best.",Key Features Category Mix & Match Fit Straight Color Brown Neckline Shirt Collar Fabric Cotton Flax Sleeve Length Bell Sleeve,Sand Brown Cotton Flax Front Open Kurti
A perfect inner for all your light colored kurta. It comes featuring adjustable straps and lace detailing on the edges. It?s a cotton crafted piece which makes it extremely comfortable.,Key Features Category Mix & Match Fit Straight Color White Neckline Round Neck Fabric Cotton Sleeve Length Strap,White Straight Top
"Show your love of short kurtis in the form of this beige kurti by Biba. It comes featuring V neckline highlighted with contrast print, slit on either side and floral print all over. Crafted in finest art silk, this kurta feels amazing to the skin and offers a comfortable day ahead.",Key Features Category Mix & Match Fit Straight Color Beige Neckline V-Neck Fabric Art Silk Sleeve Length Full Sleeve,Beige Art Silk Straight Kurti
"Show your love for short kurtis and start with this one. Comes featuring gorgeous print all-over this kurti is just apt to match wit solid cotton pants and that pairing will make a great outfit for work. Bring home try the suggested pairing, you will love it.",Key Features Category Mix & Match Fit Straight Color Yellow Neckline Stand Collar Fabric Art Silk Sleeve Length Full Sleeve,Yellow Art Silk Straight Kurti
"If you love short kurtis then this black kurti by Biba will definitely impress you. It comes featuring round neck, three forth sleeves and floral print all-over. It's a crepe kurti, which makes it extremely light weight and a comfortable to wear whole day long.",Key Features Category Mix & Match Fit Straight Color Black Neckline Round Neck Fabric Art Silk Sleeve Length Full Sleeve,Black Art Silk Straight Kurti
"A gorgeous dress in yellow from our latest launch. It comes featuring print all over and flared bodice. This is a cotton crafted dress featuring cotton lining, which makes it extremely comfortable to flaunt whole day long.",Key Features Category Mix & Match Fit Flared Color Yellow Neckline Boat Neck Fabric Cotton Sleeve Length Sleeveless,Yellow Cotton Flared Dress
A perfect match of polka dots and embroidery. This black cotton dress cum kurta is a contemporary style. It comes with cotton lining for assured comfort. You can team it with white pants and can flaunt it without pants as a dress.,Key Features Category Mix & Match Fit Straight Color Black and White Neckline Round Neck Fabric Cotton Sleeve Length Bell Sleeve,Black And White Cotton Tiered Dress
"An indigo dress featuring tassels on the placket, highlighted cuffs and hemline, round neck and three forth sleeves. It is a mid length dress with cotton lining which makes it quite comfortable to wear all day long.",Key Features Category Mix & Match Fit Kalidar Color Indigo Neckline Round Neck Fabric Cotton Sleeve Length 3/4 Sleeve,Indigo Cotton Kalidar Fusion Wear Dress
A red viscose dress with red inner. Dress features tie closure on the front and check print all over. The outer shell is made of cotton and inner shell has viscose making for added comfort. This dress belongs to our fusion wear collection which is a premium range of ultra fashionable styles.,Key Features Category Mix & Match Fit A-Line Color Red Neckline Round Neck Fabric Viscose Cotton Sleeve Length 3/4 Sleeve,Red Viscose Cotton A Line Dress
"For those who love long dresses, this one is a perfect pick.This beautiful piece comes featuring big floral print in contrast, classic collar and three-forth sleeves. The dress also features cotton lining for maximum comfort that makes it a perfect summer wear. Bring home and flaunt with high-heel sandals.",Key Features Category Mix & Match Fit Flared Color Blue Neckline Stand Collar Fabric Cotton Sleeve Length 3/4 Sleeve,Blue Cotton Flared Fusion Wear Dress
"Give your summer wardrobe a floral update with this white dress. It is a fusion dress which comes featuring a mix of floral print, Dori tie on the sides and long bell sleeves. It's a cotton made dress with cotton lining.",Key Features Category Mix & Match Fit Straight Color Off White Neckline V-Neck Fabric Cotton Sleeve Length Raglan Sleeve,Off White Cotton Tiered Dress
Upgrade your collection of basic black leggings with this viscose lycra churidar by Biba. It is ultra soft to touch and comes featuring elasticated waist for added comfort.,Key Features Category Mix & Match Color Black Fabric Viscose & Lycra,Black Viscose & Lycra Churidar
Upgrade your collection of basic leggings with this viscose lycra churidar by Biba. It is ultra soft to touch and comes featuring elasticated waist for added comfort.,Key Features Category Mix & Match Color Mint Green Fabric Viscose & Lycra,Mint Green Viscose & Lycra Churidar
Upgrade your collection of basic leggings with this viscose lycra churidar by Biba. It is ultra soft to touch and comes featuring elasticated waist for added comfort.,Key Features Category Mix & Match Color Navy Fabric Viscose & Lycra,Navy Viscose & Lycra Churidar
Yellow Viscose & Lycra Churidar,Key Features Category Mix & Match Color Yellow Fabric Viscose & Lycra,Yellow Viscose & Lycra Churidar
